"","business_id","name","city","state","stars","review_count","categories","business_group"
"3357","b_3464","Peterson and Sons","Swansontown","WA",1.7,198,"eight","B"
"3967","b_4089","Jones and Sons","Ingramville","",1.2,164,"memory","A"
"15711","b_16186","Alvarez LLC","Brendaview","SC",2.2,63,"tonight, subject, when","B"
"7904","b_8140","Carroll-Gonzalez","West Toddmouth","MN",1.5,356,"seek","B"
"18431","b_18988","Ray-Boyd","Port Omarmouth","TX",2.7,490,"laugh, pull, receive","A"
"11372","b_11710","Willis, Maldonado and Castillo","New Cristinaberg","MO",4.4,426,"sort, see, hundred","A"
"5089","b_5243","Espinoza, Hays and Yu","Millerview","UT",4.6,384,"question, financial, pick","A"
"12","b_11","Arias, Parks and Bruce","Davidbury","NM",4.9,154,"enter, laugh, friend","B"
"19151","b_19738","Phillips-Davis","Beckstad","CA",3.8,435,"front, answer","A"
"14818","b_15268","Campos PLC","Youngmouth","ID",1.9,410,"themselves, cell","A"
"10918","b_11242","Atkins-Leblanc","Port Ronaldbury","MA",1.7,311,"born","B"
"14240","b_14678","Sanders, Martin and Martin","North Joy","MA",2.6,337,"newspaper, thing, personal","B"
"14395","b_14835","Henry, Jones and Hart","Lake Elizabethton","ID",2.7,256,"floor, whose","A"
"1440","b_1486","Martin, Cervantes and Kline","Nicolemouth","",2.6,280,"company, unit","A"
"8105","b_8347","Martin Ltd","North Diane","FL",1.1,47,"care, team, carry","A"
"6417","b_6599","Smith-Rogers","Jennifershire","UT",3.3,217,"grow, student, citizen","B"
"4996","b_5148","Myers-Underwood","Olsenburgh","IL",3.5,323,"instead, approach","B"
"4204","b_4332","Webster Group","Loweryfort","WA",2.8,442,"family","B"
"9022","b_9294","Ward, Robinson and Flores","Foxmouth","SD",4.8,48,"far, direction, two","B"
"17381","b_17910","Anderson-Townsend","New Kathyfurt","OR",1.7,495,"method, protect","B"
"13334","b_13735","Wilson, Green and Shepherd","Carpenterbury","NM",1.7,442,"those, subject","A"
"15778","b_16254","Fletcher-Hughes","North Virginiatown","OK",1.2,485,"low",""
"8958","b_9229","Anderson-Hester","Carrieshire","LA",3.9,398,"cause","B"
"4537","b_4674","Abbott, Jenkins and Kent","East Cherylbury","AK",2.6,364,"right, pressure","B"
"18028","b_18576","Potts, Dominguez and Gould","South Jeanette","IA",3.8,280,"middle, trial, power","B"
"2994","b_3091","Ferguson, Cohen and Jones","Lake Matthew","VT",4.8,98,"low, car, face","A"
"3196","b_3296","Holmes-Reilly","Larabury","MS",3.6,145,"military, become, two","B"
"1973","b_2038","Collins-Taylor","New Christianborough","NJ",1.9,305,"notice","A"
"1813","b_1875","Love, Mclaughlin and Tapia","Cynthiabury","",3.2,215,"member, expect","B"
"13616","b_14033","Adams-Massey","Briannamouth","MT",2,151,"employee, week","B"
"11169","b_11504","","Lake Kristinburgh","NY",3.2,345,"democratic","B"
"8967","b_9238","Garcia Ltd","Adrianhaven","ND",3,145,"institution, pick","B"
"17580","b_18113","Morgan-Robinson","West Jamesside","VA",3.1,107,"put","B"
"3535","b_3647","King Group","Lake Dawnfort","WY",2.7,350,"paper","A"
"14058","b_14493","Koch, Williams and Clark","Mcdonaldfurt","CA",1.3,341,"enter, common","B"
"3998","b_4120","Lopez, Jackson and Smith","Davidborough","",2.2,144,"alone","A"
"16723","b_17223","Gomez Ltd","Wilsontown","UT",3.4,154,"character, purpose, institution","B"
"2882","b_2971","Wood LLC","Johnsonberg","KS",1.7,233,"world, stand, avoid","B"
"84","b_87","Montes Group","Kaiserview","OH",3.6,472,"vote, fire, democratic","A"
"2801","b_2887","Rangel PLC","","TN",2.6,130,"soldier, take, action","A"
"9352","b_9633","Clarke and Sons","South Peterborough","OH",3.7,338,"blue, should","A"
"15210","b_15669","Garcia, Hill and Anderson","Bethanyberg","",1.2,12,"education","A"
"10272","b_10579","Simon, Gonzalez and Johnson","Edgarfurt","NH",4.3,273,"","A"
"12600","b_12974","Acosta-Macias","Bethanychester","DE",4.9,349,"cut","A"
"11421","b_11761","Sexton-Ruiz","Harrisberg","NE",1.4,145,"","A"
"2860","b_2948","White, Sanders and Howell","Shannonbury","MN",2.5,351,"message, situation, her","B"
"7346","b_7564","Cordova Inc","Port Lindashire","DE",3,307,"loss, small, where","A"
"6567","b_6757","Hill-Hines","Schneiderview","ID",3.3,152,"hotel, maintain, respond","B"
"15574","b_16046","Duncan-Anderson","Martinezburgh","NM",4.7,59,"government, boy, enter","A"
"17914","b_18459","Monroe, Andrews and Gilmore","New Jonathantown","NM",3,153,"at, production","A"
"19387","b_19984","White-Powers","Lake Janet","HI",2.4,329,"set, quickly, unit","A"
"16275","b_16762","Nguyen Group","North Michelleport","RI",1.7,167,"who","A"
"15823","b_16300","","Tracyfurt","TN",2.7,248,"information","B"
"5208","b_5364","Martin, Miller and Wang","","ND",3.1,251,"Mr, again, us","A"
"12854","b_13238","Hall-Walker","North Stephenhaven","RI",4.9,220,"whose, financial, create","A"
"18215","b_18768","Ryan, Smith and Jackson","Whitemouth","IA",3.8,100,"work","B"
"3136","b_3234","Mcgee-Clements","Johnshire","WV",2.6,432,"","A"
"17086","b_17602","Weber, Green and Wagner","East John","OK",1.5,98,"item, include, in","A"
"1558","b_1608","Bennett, Walters and Wang","Jenniferfurt","NM",1.9,349,"evidence","A"
"3106","b_3204","Lane, Stark and Garcia","Troyborough","KS",3.7,160,"relate, even, still","A"
"10606","b_10923","Wilson-Osborn","West Christinaville","CO",1.1,396,"instead, room, how","B"
"2977","b_3074","Mckenzie and Sons","New Charlesfort","TN",3.4,46,"long, thank, improve","B"
"17923","b_18468","Hutchinson PLC","Kochhaven","ID",2.5,152,"probably, through, least","A"
"5892","b_6068","Nelson Ltd","South Anthonychester","MD",1.4,462,"part","A"
"13178","b_13574","Ford, Hart and Terry","North Marie","IA",3.2,266,"walk, season","A"
"8677","b_8938","Long Inc","Paigeton","VT",2.6,464,"think",""
"1852","b_1915","Miller-Rivera","West Stevenchester","KY",3.9,366,"move, serious, you","B"
"8879","b_9145","Howard-Clark","Mccoyfort","CA",2.6,114,"laugh, major, far","A"
"1763","b_1823","Sharp, Cooley and Adams","Erinshire","ND",4.1,390,"whether","A"
"17269","b_17793","Sanchez-Conley","West Amy","ME",3.9,420,"option","A"
"14087","b_14522","Morris-Jordan","Petersenhaven","AR",4.5,61,"magazine, we","B"
"4172","b_4300","Guzman, Park and Johnson","Danaland","SC",1.3,330,"special, discover","A"
"1757","b_1817","Bailey LLC","West Johnberg","WY",4.1,251,"and, sing","B"
"12610","b_12984","Ramirez, Schaefer and Morris","Port Dylanburgh","PA",2.4,387,"center, hot","A"
"1020","b_1054","Johnson-Burgess","West Laurahaven","CA",5,21,"simply, guess","A"
"16498","b_16991","Daniel PLC","New Brandonshire","FL",2.9,198,"detail, law, mind","B"
"3180","b_3279","Martinez Inc","","NC",4.2,232,"green, worry","B"
"5974","b_6151","Roberts-Perez","Carriemouth","GA",3.2,63,"item, agent, front","B"
"10203","b_10508","Evans and Sons","New Troymouth","SD",3.9,410,"worker, director, thought","A"
"13579","b_13994","Sullivan-Hernandez","Lake David","MA",4.4,233,"successful, over, could","A"
"5386","b_5551","Love LLC","Port Stephanie","MD",2.5,348,"too, dark","A"
"13908","b_14338","Sanchez-Rogers","East Beverlyland","DC",2.5,432,"whole, assume, interview","B"
"3444","b_3553","Herrera, Robinson and Anderson","Cortezside","NC",3,379,"sea, establish","A"
"8243","b_8489","Shelton-Choi","South William","CT",1.7,455,"get, fall, with","A"
"13578","b_13993","Davidson, Torres and Pitts","West Robert","NJ",2.4,347,"whose, southern","A"
"17574","b_18106","Torres, Marshall and West","Knoxland","VA",1.4,23,"carry, reality, property","A"
"14820","b_15270","Mccoy, Wiley and Thomas","Dixonville","RI",1,488,"space","B"
"11227","b_11562","Mcdaniel PLC","","AK",4.5,37,"single, between, suggest","B"
"18130","b_18682","Jones, Powell and Young","South Darius","NY",3.5,87,"leader, everyone, focus","B"
"9579","b_9867","Schultz Ltd","Melissafurt","SD",1.8,90,"will","B"
"17819","b_18359","Brown-Thomas","","TN",1.5,159,"listen, health","B"
"6988","b_7194","Williams, Hanson and Williams","Joshuamouth","",4.3,312,"only, thing","A"
"2181","b_2250","Williams-Fitzgerald","South Anthony","TX",1.4,70,"home","A"
"18062","b_18610","Mooney Ltd","South Patrickshire","MO",4.7,115,"local","B"
"5013","b_5165","Warner-Newman","Port Natalie","KY",4.9,242,"learn, project, degree","A"
"15393","b_15857","Davis, Schultz and Huang","New Josephville","NE",2.8,194,"environmental","B"
"15097","b_15554","Riley LLC","West Micheletown","DE",2.4,477,"past, impact","B"
"4658","b_4798","Wilson Ltd","South Andrewstad","NM",1.5,405,"popular","B"
"17217","b_17736","Smith-Gonzalez","Manuelmouth","DE",3.7,38,"recently","A"
"18260","b_18814","Green and Sons","Daniellemouth","SC",3,489,"increase, level, he","B"
"1629","b_1683","Hart Ltd","New Amber","WY",4.3,74,"life, finish, development","B"
"4994","b_5146","Carlson Ltd","Burtonmouth","NY",3.6,214,"vote, cold","B"
"10773","b_11095","Mcintosh-Smith","South Mary","MS",2.3,338,"","A"
"18835","b_19411","Jackson PLC","New Kennethton","NE",1.2,190,"run, appear","A"
"3032","b_3129","Owens, Finley and Baker","Amandaside","VT",4.4,41,"imagine","A"
"3401","b_3510","Hodges-Curry","Lake Bruce","TN",2.3,123,"skill","B"
"10717","b_11037","","South Jonathanside","DC",2,225,"article, edge, main","A"
"1437","b_1483","Rice-Reed","Christinaland","MO",1,186,"trouble","B"
"6095","b_6273","White-Ortiz","North Erikland","VA",3.2,336,"with","A"
"2226","b_2296","","East Kellyland","NH",1.9,138,"set, interview","A"
"16026","b_16508","","Fleminghaven","OH",1.9,59,"rich, light","A"
"10647","b_10966","Barber, Simmons and Scott","Martinezside","NE",1.6,289,"late, family","A"
"11550","b_11892","Williams, Williams and Fernandez","Brenttown","SC",1.5,291,"stuff","B"
"9083","b_9357","Lee, Pearson and Carter","South Carrieborough","VA",1.7,177,"her, approach","A"
"3410","b_3519","Crawford Ltd","Davismouth","NM",1.8,325,"","A"
"13693","b_14114","Quinn-Hall","Lake Cindymouth","FL",2.1,402,"skill, share, state","B"
"12012","b_12373","Mcfarland-Hester","Marybury","TX",2.1,227,"example, leader","A"
"3448","b_3557","Allen-Skinner","South John","SC",3,368,"next","A"
"1952","b_2016","Cole, Watson and Santiago","North Margaret","AZ",2.4,399,"cause, effect","A"
"15290","b_15752","Robinson Ltd","","WV",2.3,420,"woman","A"
"2152","b_2221","Ochoa PLC","South Jeremyview","MA",3.2,478,"building","B"
"18776","b_19348","Gibson, Hudson and Boyd","East Catherine","NE",3.7,63,"buy, interest","A"
"15983","b_16463","Parker-Martin","East Dawnmouth","CO",3.8,143,"history","B"
"9720","b_10012","Smith-Anderson","Owensland","WY",4.7,144,"explain","A"
"9950","b_10250","Gillespie-Owens","Mckayfurt","OK",3.8,366,"analysis","A"
"9236","b_9514","Khan, Carroll and Smith","East Hannah","TX",3.5,159,"knowledge","A"
"1108","b_1147","Wilkinson-Russell","Burkemouth","RI",3.6,372,"this, goal, tell","A"
"6281","b_6461","Johnson and Sons","","MN",3.7,303,"white, writer","A"
"275","b_284","Grant-Schwartz","Zacharyville","VT",3.3,476,"note","A"
"348","b_359","Newton-Vargas","Ryanland","WI",3.3,307,"somebody","B"
"9174","b_9452","Bender LLC","Port Brianbury","",1.6,104,"research, consumer",""
"2317","b_2388","Chavez LLC","Maryland","VT",3.8,148,"study, method","A"
"19210","b_19799","Mahoney LLC","Port Louis","AK",2.4,220,"activity","B"
"4986","b_5138","","Erikashire","DC",3.7,176,"father","B"
"9869","b_10165","White, Meyer and Nelson","North Tracey","OH",1.5,452,"collection, start",""
"16288","b_16775","","Leeton","SC",2.5,240,"despite, each","A"
"18226","b_18779","Gilbert-Peters","Davisshire","MI",4.3,494,"exactly, this","B"
"15420","b_15887","Collins, Berry and Adams","South Austin","NM",2.4,438,"might","A"
"12820","b_13201","Stewart Group","Pattersonport","NV",3,160,"","A"
"6555","b_6745","Jones, Brown and Johnson","West Micheletown","ME",5,237,"Republican","A"
"11922","b_12274","Santiago-Booth","Reyeschester","TX",2.3,280,"line, test, budget","A"
"10509","b_10825","Perez and Sons","New Michellemouth","WV",3,16,"audience, bill, bed","A"
"8601","b_8857","Nelson PLC","Markmouth","ME",1.3,44,"next, ask","B"
"16891","b_17396","Quinn-Hughes","Jasonfort","NV",2.5,79,"attention, bring","B"
"18185","b_18738","Adkins, Jackson and Clark","Jordanville","NM",4.7,169,"recently","B"
"5922","b_6099","Ward-Bailey","Lake Alisontown","ND",4.5,242,"argue, image","A"
"7348","b_7566","Parker-Gibson","West Nancy","VT",4.7,374,"magazine, many, lay","A"
"18273","b_18827","White-Williamson","Ralphhaven","MT",4.3,221,"expect, list","B"
"9499","b_9787","Galvan, Chavez and Pham","Raymondstad","MI",1.8,190,"them, benefit, easy","B"
"7929","b_8165","Wiggins, Mclaughlin and Wood","Alvarezberg","OK",2.5,189,"issue, heavy","B"
"7463","b_7683","Hale-Valentine","North Marioview","ME",2.9,295,"entire","B"
"9426","b_9710","Wagner, Cannon and Mcdaniel","Russellfort","WI",1.8,120,"card","A"
"547","b_568","Clarke, Jones and Phillips","Davisport","",4.6,351,"develop, phone, give","A"
"4290","b_4419","Oneal, Pearson and Bennett","Jessicaview","AL",1.7,234,"hold, resource, half","B"
"641","b_665","Hunter-Henderson","South Teresa","VT",1.6,347,"smile, bit","A"
"315","b_326","Macdonald LLC","","SD",3.2,288,"very, director, contain","A"
"8341","b_8588","Marks-Oconnor","South Thomaschester","NV",3.1,386,"assume","B"
"4883","b_5030","Ponce-Johnson","South Amber","DC",2.2,496,"study, case, box","A"
"16850","b_17354","Ross, Jackson and Johns","Lake Mark","MD",2.1,115,"control","B"
"1402","b_1447","","West Suzannemouth","PA",4.4,72,"story, provide","B"
"14954","b_15408","Wright-Cross","Johnview","SD",2.3,397,"not, away","A"
"4293","b_4422","Anderson-Hernandez","Adamport","IL",3.4,72,"per, continue","B"
"8815","b_9081","Ballard Inc","East Cynthia","WA",2.9,230,"individual, kitchen","B"
"18310","b_18865","Strickland Ltd","Whitetown","NM",1.7,124,"we, usually","B"
"1188","b_1229","Chapman-Hunt","Kellyhaven","OH",2.6,262,"small, that","A"
"18746","b_19318","Ellis, Huang and Powers","West Bryanside","SD",4.9,83,"perhaps, white","A"
"12991","b_13380","Roth-Patel","New Jenniferfort","CA",1.3,21,"its, put","B"
"7472","b_7693","Rios, Mitchell and Smith","East Colton","MO",3.4,380,"check, question",""
"18847","b_19424","Gregory, Jones and Wright","Evanville","SC",3,317,"big, allow","A"
"1817","b_1880","Jordan Inc","Pagetown","ND",3.8,113,"space","B"
"9952","b_10252","Chan and Sons","Grahamview","NV",1.2,208,"religious, especially, success","A"
"8996","b_9268","Mccarthy-Rios","North Deniseborough","ND",1.6,473,"traditional, discover","B"
"2196","b_2265","Graham-Rodriguez","Lisabury","AK",3.5,401,"theory","A"
"13454","b_13863","Hanson-Jones","New Jay","NE",4.5,266,"push, financial","A"
"3430","b_3539","Morales LLC","South Robert","IN",1.3,313,"air",""
"12350","b_12714","","West Alexandria","AZ",1.5,84,"spring, anything","A"
"12980","b_13368","Lowery, Fisher and Bell","Carlashire","OH",4.2,398,"science","B"
"11161","b_11496","Cruz-Young","Deckershire","SC",1.2,330,"me, three","A"
"17810","b_18350","Luna, Rodriguez and Spencer","South Nicholaschester","WA",2.1,335,"marriage","A"
"706","b_731","Williams-Cobb","Brownchester","OR",4.3,292,"name, dinner",""
"7341","b_7559","Sanders, Myers and Salas","Lake Susan","NV",4.2,495,"job, similar","A"
"10065","b_10370","Drake, Bowers and Mcmahon","Garciashire","ND",2.5,47,"door, sell","B"
"15498","b_15968","Martin, Williams and Wilson","North Ronald","ND",2.5,454,"decide, training","B"
"6649","b_6841","Perkins, Chang and Davis","Jennifermouth","OK",1.7,239,"class, cover, night","B"
"1043","b_1080","Dean, Crosby and Krueger","Grosshaven","SD",4.1,13,"shake, chair","B"
"14417","b_14858","Lane Group","Morganmouth","OK",3.4,338,"board, establish","B"
"960","b_992","Myers PLC","Kellyburgh","DC",2.1,328,"why","B"
"18411","b_18967","Roberts-Perkins","West Anthonyside","SD",1.8,28,"court, our","B"
"16737","b_17238","Wood-Jimenez","New Jason","KY",4.1,316,"young, end","A"
"4592","b_4731","","West Oscarfurt","NV",1.3,242,"practice, already","B"
"9931","b_10228","Roberts, Gill and Jackson","South Michael","OH",1.8,159,"determine, rule","A"
"8935","b_9205","Mclaughlin-Howard","Derekmouth","MI",1.3,325,"bit, occur","B"
"912","b_944","Gonzales-Campbell","East Matthewmouth","IL",1.8,390,"class, back, none","B"
"9640","b_9931","Lewis, Butler and Brown","West Andrewchester","MT",1.4,297,"social, itself, continue","A"
"6785","b_6982","Tyler-Pacheco","New Jesus","AL",4.7,255,"power, light","B"
"14129","b_14564","Lowery, Long and Cowan","Howellmouth","VA",2.8,102,"important, benefit","B"
"12487","b_12857","Carter Ltd","Garyshire","NH",3.5,339,"usually, car","A"
"17","b_17","Brown, Spears and Pham","West Michaelton","RI",3.1,454,"difference","B"
"11093","b_11424","Calhoun, Carroll and Ortiz","Lake Williammouth","DC",4.3,42,"attention","B"
"13658","b_14077","Taylor-Carter","Stephenhaven","SD",1.5,188,"trade","B"
"6462","b_6647","Allen-Miller","North Robert","MT",4.6,416,"interview, real","A"
"16713","b_17212","Perry-Bryant","South Cindy","MS",3.5,135,"next, ask","A"
"15070","b_15527","Cooper Inc","Wigginsview","PA",3.8,19,"quickly, drop, training","A"
"11562","b_11906","Lozano, Hart and Buchanan","South Zachary","SD",4.1,17,"course, bag, girl","A"
"12354","b_12718","Mcgee Inc","Sherrytown","IL",3.8,355,"television, space, dinner","A"
"7146","b_7357","Hardy and Sons","Marthaton","NC",4.8,30,"within, present, participant","A"
"18859","b_19436","Barry-Hill","Dodsonmouth","KY",2.8,105,"challenge, natural","B"
"5347","b_5511","Anderson-Cox","South Nicholas","WV",4.7,210,"pressure","A"
"4515","b_4651","Watson-Garner","South Jessicaport","NV",3.9,274,"pretty","A"
"10303","b_10612","Gonzales-Hicks","South Laurenhaven","ID",1.6,449,"to, move, often","B"
"859","b_888","Armstrong, Mullen and Henderson","Port Eric","MS",1.4,81,"nature, pick, very","A"
"18693","b_19261","Gonzalez, Flynn and Santana","New Stephanie","KY",5,120,"dog, available",""
"5923","b_6100","Coleman-Thomas","Tuckerton","ND",2.4,304,"hard, know, arrive","A"
"11266","b_11602","Hansen, Lee and Branch","East Jason","OR",4.8,195,"instead, shake","B"
"17801","b_18340","Johns-Rodriguez","Sandraland","OK",3.5,477,"red, until, thought","B"
"14721","b_15167","Willis-Rios","East Davidside","WY",1.8,87,"wide","A"
"14295","b_14735","Olsen-Williams","Patriciashire","NE",1.1,275,"case, central","A"
"18251","b_18805","Mosley-Robinson","","MT",4.3,224,"author, page, today","A"
"16866","b_17371","Carter-Spencer","Jonberg","IA",2.3,142,"opportunity, will, experience","B"
"9246","b_9524","Daniels, Pena and Jones","Thomasview","NJ",1.3,329,"plan, pick","B"
"5666","b_5837","Walker, Hopkins and Love","New Matthew","DC",2.6,60,"catch","A"
"11326","b_11663","Lane PLC","Calderontown","OH",4.2,452,"article, during, matter","B"
"16931","b_17437","Graham Inc","Markstad","IL",3.4,113,"development, push, religious","A"
"16883","b_17388","Alexander Ltd","Edwardsberg","MI",4.1,210,"care, worry, close","B"
"13358","b_13761","Thornton-Salinas","East Eric","WV",2.9,377,"sing","B"
"6108","b_6286","Farrell-Hood","Lake Robert","NH",4.5,60,"wait","A"
